pathway_name,pathway_id,pathway_url,gene_symbol,ensg_id,chembl_id,drug_name,phase,status,disease_id,disease_name,mechanismOfAction,smiles
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL1258517,PKI-179,1.0,Withdrawn,EFO_0000616,neoplasm,,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL3545385,WX-037,1.0,Terminated,EFO_0000616,neoplasm,,
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL586702,ZSTK-474,1.0,Completed,EFO_0000616,neoplasm,,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL3644672,BAY-1082439,1.0,Completed,EFO_0000616,neoplasm,,COc1c(OC[C@H](O)CN2CCOCC2)ccc2c1N=C(NC(=O)c1cccnc1C)N1CCN=C21
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL1684984,IZORLISIB,1.0,Completed,EFO_0000616,neoplasm,,CS(=O)(=O)N1CCc2c(-c3cnc(N)nc3)nc(N3CCOCC3)nc21
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL1236962,OMIPALISIB,1.0,Completed,EFO_0000616,neoplasm,,COc1ncc(-c2ccc3nccc(-c4ccnnc4)c3c2)cc1NS(=O)(=O)c1ccc(F)cc1F
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL5095025,PANULISIB,1.0,Suspended,EFO_0000616,neoplasm,,Cn1/c(=N\C#N)n(-c2ccc(C(C)(C)C#N)nc2)c2c3cc(-c4cnc(N)c(C(F)(F)F)c4)ccc3ncc21
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL3545248,DS-7423,1.0,Completed,EFO_0000616,neoplasm,,
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL3218578,BGT-226 FREE BASE,1.0,Completed,MONDO_0007254,breast cancer,,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1
"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant",R-HSA-9670439,https://reactome.org/PathwayBrowser/#/R-HSA-9670439,PIK3CA,ENSG00000121879,CHEMBL3545096,BGT-226,1.0,Terminated,MONDO_0004992,cancer,,COc1ccc(-c2ccc3ncc4c(c3c2)n(-c2ccc(N3CCNCC3)c(C(F)(F)F)c2)c(=O)n4C)cn1.O=C(O)/C=C\C(=O)O
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1421,DASATINIB ANHYDROUS,4.0,Unknown status,EFO_0000220,acute lymphoblastic leukemia,,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL608533,MIDOSTAURIN,4.0,,EFO_0000222,acute myeloid leukemia,,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1642,IMATINIB MESYLATE,4.0,Completed,EFO_0000339,chronic myelogenous leukemia,,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1908391,MASITINIB,4.0,,EFO_0000616,neoplasm,,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1946170,REGORAFENIB,4.0,,EFO_0000616,neoplasm,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL535,SUNITINIB,4.0,,EFO_0000681,renal cell carcinoma,,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,4.0,,EFO_0000691,sarcoma,,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1200485,SORAFENIB TOSYLATE,4.0,,EFO_0000681,renal cell carcinoma,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1567,SUNITINIB MALATE,4.0,,EFO_0000681,renal cell carcinoma,,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,4.0,,EFO_0000681,renal cell carcinoma,,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL3813873,PEXIDARTINIB,4.0,,EFO_0000616,neoplasm,,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL4204794,AVAPRITINIB,4.0,,EFO_0000616,neoplasm,,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL4216467,RIPRETINIB,4.0,,EFO_0000616,neoplasm,,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,4.0,,EFO_1000562,Tenosynovial Giant Cell Tumor,,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1336,SORAFENIB,3.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL941,IMATINIB,3.0,Recruiting,EFO_0000209,T-cell acute lymphoblastic leukemia,,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL4303201,CATEQUENTINIB,3.0,Not yet recruiting,EFO_0000182,hepatocellular carcinoma,,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL576982,QUIZARTINIB,3.0,Completed,EFO_0000222,acute myeloid leukemia,,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1278146,FAMITINIB,3.0,Completed,EFO_0000365,colorectal adenocarcinoma,,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL491473,CEDIRANIB,3.0,Completed,EFO_0000519,glioblastoma multiforme,,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL477772,PAZOPANIB,3.0,"Active, not recruiting",EFO_0000349,clear cell renal carcinoma,,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL3545427,CM-082,3.0,Unknown status,EFO_0000681,renal cell carcinoma,,
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1289494,TIVOZANIB,3.0,,EFO_0000616,neoplasm,,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL4650333,SERALUTINIB,3.0,Recruiting,EFO_0001361,pulmonary arterial hypertension,,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL522892,DOVITINIB,3.0,Completed,EFO_0000681,renal cell carcinoma,,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL572881,MOTESANIB,3.0,Terminated,EFO_0003060,non-small cell lung carcinoma,,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL101253,VATALANIB,3.0,Completed,EFO_0004288,colonic neoplasm,,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL276711,SEMAXANIB,3.0,Completed,MONDO_0005575,colorectal cancer,,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL482968,ENMD-2076,2.0,Completed,EFO_0000182,hepatocellular carcinoma,,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL5314391,XL-999,2.0,Terminated,EFO_0000222,acute myeloid leukemia,,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL124660,TANDUTINIB,2.0,Completed,EFO_0000349,clear cell renal carcinoma,,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1230609,FORETINIB,2.0,Completed,EFO_0000616,neoplasm,,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL2103851,AMUVATINIB,2.0,Completed,EFO_0000702,small cell lung carcinoma,,S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1721885,SU-014813,2.0,Completed,EFO_0003869,breast neoplasm,,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL2079588,TELATINIB,2.0,Completed,MONDO_0001056,gastric cancer,,CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL3545402,XL-820,2.0,Completed,MONDO_0011719,gastrointestinal stromal tumor,,
Signaling by extracellular domain mutants of KI,R-HSA-9673770,https://reactome.org/PathwayBrowser/#/R-HSA-9673770,KIT,ENSG00000157404,CHEMBL1614710,OSI-930,1.0,Completed,EFO_0000616,neoplasm,,O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1421,DASATINIB ANHYDROUS,4.0,Unknown status,EFO_0000220,acute lymphoblastic leukemia,,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL608533,MIDOSTAURIN,4.0,,EFO_0000222,acute myeloid leukemia,,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1642,IMATINIB MESYLATE,4.0,Completed,EFO_0000339,chronic myelogenous leukemia,,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1908391,MASITINIB,4.0,,EFO_0000616,neoplasm,,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1946170,REGORAFENIB,4.0,,EFO_0000616,neoplasm,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL535,SUNITINIB,4.0,,EFO_0000681,renal cell carcinoma,,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,4.0,,EFO_0000691,sarcoma,,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1200485,SORAFENIB TOSYLATE,4.0,,EFO_0000681,renal cell carcinoma,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1.Cc1ccc(S(=O)(=O)O)cc1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1567,SUNITINIB MALATE,4.0,,EFO_0000681,renal cell carcinoma,,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C.O=C(O)C[C@H](O)C(=O)O
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL2105756,TIVOZANIB HYDROCHLORIDE,4.0,,EFO_0000681,renal cell carcinoma,,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC.Cl.O
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL3813873,PEXIDARTINIB,4.0,,EFO_0000616,neoplasm,,FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL4204794,AVAPRITINIB,4.0,,EFO_0000616,neoplasm,,Cn1cc(-c2cc3c(N4CCN(c5ncc([C@@](C)(N)c6ccc(F)cc6)cn5)CC4)ncnn3c2)cn1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL4216467,RIPRETINIB,4.0,,EFO_0000616,neoplasm,,CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL3989973,PEXIDARTINIB HYDROCHLORIDE,4.0,,EFO_1000562,Tenosynovial Giant Cell Tumor,,Cl.FC(F)(F)c1ccc(CNc2ccc(Cc3c[nH]c4ncc(Cl)cc34)cn2)cn1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1336,SORAFENIB,3.0,"Active, not recruiting",EFO_0000182,hepatocellular carcinoma,,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL941,IMATINIB,3.0,Recruiting,EFO_0000209,T-cell acute lymphoblastic leukemia,,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL4303201,CATEQUENTINIB,3.0,Not yet recruiting,EFO_0000182,hepatocellular carcinoma,,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ccnc2cc1OCC1(N)CC1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL576982,QUIZARTINIB,3.0,Completed,EFO_0000222,acute myeloid leukemia,,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1278146,FAMITINIB,3.0,Completed,EFO_0000365,colorectal adenocarcinoma,,CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL491473,CEDIRANIB,3.0,Completed,EFO_0000519,glioblastoma multiforme,,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL477772,PAZOPANIB,3.0,"Active, not recruiting",EFO_0000349,clear cell renal carcinoma,,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL3545427,CM-082,3.0,Unknown status,EFO_0000681,renal cell carcinoma,,
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL1289494,TIVOZANIB,3.0,,EFO_0000616,neoplasm,,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL4650333,SERALUTINIB,3.0,Recruiting,EFO_0001361,pulmonary arterial hypertension,,COc1ccc(-c2cncc(N[C@@H](C)c3cccc(NC(=O)c4cncc(C)c4)c3)n2)cc1OC
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL522892,DOVITINIB,3.0,Completed,EFO_0000681,renal cell carcinoma,,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL572881,MOTESANIB,3.0,Terminated,EFO_0003060,non-small cell lung carcinoma,,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL101253,VATALANIB,3.0,Completed,EFO_0004288,colonic neoplasm,,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL276711,SEMAXANIB,3.0,Completed,MONDO_0005575,colorectal cancer,,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL482968,ENMD-2076,2.0,Completed,EFO_0000182,hepatocellular carcinoma,,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(/C=C/c3ccccc3)n2)n[nH]1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL5314391,XL-999,2.0,Terminated,EFO_0000222,acute myeloid leukemia,,CCN1CCC(Nc2ccc3c(c2)/C(=C(\c2cccc(F)c2)c2nc(C)c[nH]2)C(=O)N3)CC1
Transcriptional and post-translational regulation of MITF-M expression and activit,R-HSA-9856649,https://reactome.org/PathwayBrowser/#/R-HSA-9856649,KIT,ENSG00000157404,CHEMBL124660,TANDUTINIB,2.0,Completed,EFO_0000349,clear cell renal carcinoma,,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1
