specs_compound_name,chembl_id,pref_name,synonyms,max_phase,first_approval,therapeutic_flag,withdrawn_flag,canonical_smiles,standard_inchi_key,full_mwt,alogp,hba,hbd,aromatic_rings,num_ro5_violations,indication_class,drug_schembl,drug_cid,n_moa_rows,moa_actions,moa_text,moa_target_chembl_ids,n_assay_rows,n_unique_assays,n_unique_targets_assayed,best_pchembl,median_pchembl,has_drug_info,has_moa,has_assay,n_unique_targets,target_chembl_ids,target_descriptions,target_uniprot_ids,n_unique_pathways,pathways,kegg_ids,ec_numbers,has_target_info,has_pathway_info
(-)-Huperzine A,CHEMBL395280,HUPERZINE A,(-)-HUPERZINE A,2.0,,0.0,0.0,C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,ZRJBHWIHUMBLCN-YQEJDHNASA-N,242.32,2.0,2.0,2.0,1.0,0.0,,136368.0,854026,1.0,INHIBITOR,Acetylcholinesterase inhibitor,CHEMBL220,61.0,57.0,7.0,9.27,7.13,True,True,True,7.0,CHEMBL1914; CHEMBL220; CHEMBL3198; CHEMBL3199; CHEMBL4078; CHEMBL4768; CHEMBL4780,Acetylcholinesterase; Cholinesterase,P22303; P37136; P23795; P04058; P06276; O42275; P21836,1.0,map00564  Glycerophospholipid metabolism,path:map00564,3.1.1.7; 3.1.1.8,True,True
"1,12-Besm",CHEMBL18794,BIS(ETHYL)SPERMINE,,,,0.0,0.0,CCNCCCNCCCCNCCCNCC,PGMIWVSHZMWSSI-UHFFFAOYSA-N,258.45,0.95,4.0,4.0,0.0,0.0,,7092466.0,4283,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
"1,2,3,4,5,6-hexabromocyclohexane",CHEMBL444236,,,,,0.0,0.0,BrC1C(Br)C(Br)C(Br)C(Br)C1Br,QFQZKISCBJKVHI-UHFFFAOYSA-N,557.54,4.58,0.0,0.0,0.0,1.0,,459442.0,74603,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
"1,3-dipropyl-8-phenylxanthine",CHEMBL158507,,,,,0.0,0.0,CCCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CCC)c1=O,CLIGSMOZKDCDRZ-UHFFFAOYSA-N,312.37,2.37,5.0,1.0,3.0,0.0,,12648449.0,128784,1.0,,,,23.0,23.0,10.0,9.15,7.89,True,True,True,10.0,CHEMBL251; CHEMBL255; CHEMBL2605; CHEMBL302; CHEMBL318; CHEMBL3356; CHEMBL3397; CHEMBL340; CHEMBL3622; CHEMBL4975,Adenosine receptor A1; Adenosine receptor A2a; Adenosine receptor A2b; Cytochrome P450 2C9; Cytochrome P450 3A4; Cytochrome P450 2C19; Cytochrome P450 1A2,P25099; P30543; P29275; P29274; P46616; P28190; P11712; P08684; P33261; P05177,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,path:map00071;path:map00140;path:map00232;path:map00380;path:map00590;path:map00591;path:map00627;path:map00830;path:map00980;path:map00982;path:map01100;path:map01110;path:map01120;path:map00902;path:map00903; path:map00071;path:map00140;path:map00232;path:map00380;path:map00590;path:map00591;path:map00627;path:map00830;path:map00980;path:map00982;path:map01100;path:map01110;path:map01120,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53; 1.14.14.1; 1.14.14.55; 1.14.14.56; 1.14.14.73; 1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53; 1.14.14.75; 1.14.14.1; 4.2.1.152,True,True
"1,4-butanediol",CHEMBL171623,"1,4-BUTANEDIOL",,,,0.0,0.0,OCCCCO,WERYXYBDKMZEQL-UHFFFAOYSA-N,90.12,-0.25,2.0,2.0,0.0,0.0,,15086.0,8064,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
"1-((Z)-3-chloroallyl)-1,3,5,7-tetraazaadamantan-1-ium",CHEMBL3306352,,,,,0.0,0.0,Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,LDLCEGCJYSDJLX-UPHRSURJSA-N,215.71,0.25,3.0,0.0,0.0,0.0,,1138998.0,5846454,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
"1-(1,2-diphenylethyl)piperidine-(+/-)",CHEMBL4303426,,,,,0.0,0.0,c1ccc(CC(c2ccccc2)N2CCCCC2)cc1,JQWJJJYHVHNXJH-UHFFFAOYSA-N,265.4,4.46,1.0,0.0,2.0,0.0,,3715253.0,206666,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
1-(2-chloro-5-methylphenoxy)-3-(isopropylamino)-2-propanol,CHEMBL4303224,,,,,0.0,0.0,Cc1ccc(Cl)c(OCC(O)CNC(C)C)c1,NJEIOWSBPCZKTL-UHFFFAOYSA-N,257.76,2.39,3.0,2.0,1.0,0.0,,11203001.0,20497006,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
1-EBIO,CHEMBL452887,,,,,0.0,0.0,CCn1c(=O)[nH]c2ccccc21,CXUCKELNYMZTRT-UHFFFAOYSA-N,162.19,1.35,2.0,1.0,2.0,0.0,,12397237.0,82320,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
1-acetyl-4-methylpiperazine,CHEMBL575239,,,,,0.0,0.0,CC(=O)N1CCN(C)CC1,YSDBJKNOEWSFGA-UHFFFAOYSA-N,142.2,-0.22,2.0,0.0,0.0,0.0,,33260.0,550758,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
1-azakenpaullone,CHEMBL336961,AZAKENPAULLONE,,,,0.0,0.0,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,NTSBZVCEIVPKBJ-UHFFFAOYSA-N,328.17,3.49,2.0,2.0,3.0,0.0,,29363781.0,6538897,1.0,,,,25.0,25.0,15.0,8.4,6.2,True,True,True,15.0,CHEMBL1841; CHEMBL1862; CHEMBL1907600; CHEMBL1907602; CHEMBL1955; CHEMBL2094127; CHEMBL2094128; CHEMBL2147; CHEMBL2292; CHEMBL258; CHEMBL262; CHEMBL2850; CHEMBL301; CHEMBL3629; CHEMBL3669,Cyclin-dependent kinase 1/cyclin B; Cyclin-dependent kinase 5/CDK5 activator 1; Glycogen synthase kinase-3 beta; Dual specificity tyrosine-phosphorylation-regulated kinase 1A; Cyclin-dependent kinase 2; Tyrosine-protein kinase Lck; Casein kinase II subunit alpha; Glycogen synthase kinase-3 alpha; Tyrosine-protein kinase ABL1; Serine/threonine-protein kinase pim-1; Tyrosine-protein kinase Fyn; Vascular endothelial growth factor receptor 3; Cyclin-dependent kinase 1/cyclin B1; Cyclin-dependent kinase 2/cyclin A,O95067; Q15078; P49841; Q13627; P24941; P06239; P68400; P49840; P00519; P11309; P06241; P35916; P14635; P18266; P78396,0.0,,,2.7.11.22; 2.7.11.23; 2.7.11.1; 2.7.11.1; 2.7.11.26; 2.7.11.23; 2.7.12.1; 2.7.11.22; 2.7.10.2; 2.7.10.1,True,False
1-deoxymannojirimycin,CHEMBL84844,DEOXYMANNOJIRIMYCIN,,,,0.0,0.0,OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O,LXBIFEVIBLOUGU-KVTDHHQDSA-N,163.17,-2.97,5.0,5.0,0.0,0.0,,329674.0,72258,1.0,,,,2.0,2.0,2.0,5.33,5.33,True,True,True,2.0,CHEMBL3545; CHEMBL4176,Tissue alpha-L-fucosidase,P04066; Q2KIM0,1.0,map00511  Other glycan degradation,path:map00511,3.2.1.51,True,True
1-ethyl-2-pyrrolidone,CHEMBL12221,,,,,0.0,0.0,CCN1CCCC1=O,ZFPGARUNNKGOBB-UHFFFAOYSA-N,113.16,0.63,1.0,0.0,0.0,0.0,,18635.0,17595,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
1-hexadecanal,CHEMBL1235338,PALMITALDEHYDE,,,,0.0,0.0,CCCCCCCCCCCCCCCC=O,NIOYUNMRJMEDGI-UHFFFAOYSA-N,240.43,5.67,1.0,0.0,0.0,1.0,,4481.0,984,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
1-hexadecanol,CHEMBL706,CETYL ALCOHOL,ALCOHOL CETYLICUS,4.0,1990.0,1.0,0.0,CCCCCCCCCCCCCCCCO,BXWNKGSJHAJOGX-UHFFFAOYSA-N,242.45,5.46,1.0,1.0,0.0,1.0,,3381.0,2682,1.0,,Surfactant,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
1-naphthyl-PP1,CHEMBL264406,,,,,0.0,0.0,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21,XSHQBIXMLULFEV-UHFFFAOYSA-N,317.4,3.98,5.0,1.0,4.0,0.0,,173288.0,4877,1.0,,,,24.0,24.0,16.0,8.15,6.22,True,True,True,16.0,CHEMBL1781862; CHEMBL1841; CHEMBL1862; CHEMBL2276; CHEMBL2480; CHEMBL2595; CHEMBL2634; CHEMBL267; CHEMBL2828; CHEMBL301; CHEMBL3582; CHEMBL3655; CHEMBL3863; CHEMBL4147; CHEMBL4900; CHEMBL5014,Tyrosine-protein kinase Fyn; Protein kinase C epsilon type; Casein kinase I isoform delta; Tyrosine-protein kinase CSK; Mitogen-activated protein kinase 8; Proto-oncogene tyrosine-protein kinase LCK; Serine/threonine-protein kinase D1; Receptor-interacting serine/threonine-protein kinase 2; Proto-oncogene tyrosine-protein kinase Src; Tyrosine-protein kinase ABL1; Calcium/calmodulin-dependent protein kinase type II subunit alpha; Cyclin-dependent kinase 2; Calmodulin-domain protein kinase 1; Serine/threonine-protein kinase D2; Serine/threonine-protein kinase D3,P06241; Q02156; P48730; P41240; P45983; P06240; Q15139; O43353; P00523; P00519; Q9UQM7; P24941; Q9BJF5; Q9BZL6; O94806; P12931,0.0,,,2.7.10.2; 2.7.11.13; 2.7.11.1; 2.7.11.26; 2.7.11.24; 2.7.10.2; 2.7.11.1; 2.7.11.17; 2.7.11.22; 2.7.11.1,True,False
1-octacosanol,CHEMBL1951714,OCTACOSANOL,CLUYTYL ALCOHOL,-1.0,,0.0,0.0,CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,CNNRPFQICPFDPO-UHFFFAOYSA-N,410.77,10.14,1.0,1.0,0.0,1.0,,16043.0,68406,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
1-phenylbiguanide,CHEMBL13791,PHENYL BIGUANIDE,,,,0.0,0.0,N=C(N)NC(=N)Nc1ccccc1,CUQCMXFWIMOWRP-UHFFFAOYSA-N,177.21,0.52,2.0,5.0,1.0,0.0,,13919685.0,4780,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
10-DEBC,CHEMBL1398474,,,,,0.0,0.0,CCN(CC)CCCCN1c2ccccc2Oc2ccc(Cl)cc21,GYBXAGDWMCJZJK-UHFFFAOYSA-N,344.89,5.71,3.0,0.0,2.0,1.0,,2269389.0,10521421,1.0,,,,1.0,1.0,1.0,5.89,5.89,True,True,True,1.0,CHEMBL2147,Serine/threonine-protein kinase pim-1,P11309,0.0,,,2.7.11.1,True,False
10-deacetylbaccatin,CHEMBL393912,,,,,0.0,0.0,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](O)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,YWLXLRUDGLRYDR-ZHPRIASZSA-N,544.6,1.08,10.0,4.0,1.0,1.0,,33495.0,154272,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
10-hydroxycamptothecin,CHEMBL273862,HYDROXYCAMPTOTHECIN,10-HCPT,3.0,,0.0,0.0,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3cc(O)ccc3nc2-1,HAWSQZCWOQZXHI-FQEVSTJZSA-N,364.36,1.79,7.0,2.0,3.0,0.0,,25875.0,97226,1.0,,,,1.0,1.0,1.0,6.96,6.96,True,True,True,1.0,CHEMBL1781,DNA topoisomerase 1,P11387,0.0,,,5.6.2.1,True,False
10058-F4,CHEMBL1568415,,,,,0.0,0.0,CCc1ccc(/C=C2/SC(=S)NC2=O)cc1,SVXDHPADAXBMFB-JXMROGBWSA-N,249.36,2.74,3.0,1.0,1.0,0.0,,10042186.0,1271002,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
1400W,CHEMBL107251,1400W,,,,0.0,0.0,CC(=N)NCc1cccc(CN)c1,RODUKNYOEVZQPR-UHFFFAOYSA-N,177.25,1.23,2.0,3.0,1.0,0.0,,4467.0,1433,1.0,,,,18.0,18.0,5.0,8.15,6.48,True,True,True,5.0,CHEMBL3048; CHEMBL340; CHEMBL3464; CHEMBL3568; CHEMBL4481,"Nitric oxide synthase, inducible; Nitric oxide synthase 1; Cytochrome P450 3A4",P35228; P29475; P29476; P29477; P08684,2.0,map00220  Arginine biosynthesis;map00330  Arginine and proline metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,path:map00220;path:map00330;path:map01100;path:map01110; path:map00071;path:map00140;path:map00232;path:map00380;path:map00590;path:map00591;path:map00627;path:map00830;path:map00980;path:map00982;path:map01100;path:map01110;path:map01120,1.14.13.39; 1.14.14.1; 1.14.14.55; 1.14.14.56; 1.14.14.73,True,True
17-PA,CHEMBL4303423,,,,,0.0,0.0,C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3ccccc3)=CC[C@@H]12,SINAMTXBCYKFDL-WBJZGETLSA-N,350.55,6.08,1.0,1.0,1.0,1.0,,29738302.0,25068278,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
17-alpha-Methyltestosterone,CHEMBL1395,METHYLTESTOSTERONE,17-METHYLTESTOSTERONE,4.0,1973.0,1.0,0.0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,GCKMFJBGXUYNAG-HLXURNFRSA-N,302.46,4.27,2.0,1.0,0.0,0.0,,18657.0,6010,1.0,AGONIST,Androgen Receptor agonist,CHEMBL1871,11.0,8.0,5.0,8.43,7.48,True,True,True,6.0,CHEMBL1871; CHEMBL1909044; CHEMBL2034; CHEMBL208; CHEMBL3072; CHEMBL3305,Androgen receptor; Sex hormone-binding globulin; Glucocorticoid receptor; Progesterone receptor,P10275; P15207; P04278; P04150; Q690N0; P06401,0.0,,,,True,False
17-hydroxyprogesterone-caproate,CHEMBL1200848,HYDROXYPROGESTERONE CAPROATE,17.ALPHA.-CAPROYLOXY-P4,4.0,1975.0,1.0,1.0,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,DOMWKUIIPQCAJU-LJHIYBGHSA-N,428.61,5.97,4.0,0.0,0.0,1.0,,5330.0,169870,1.0,AGONIST,Progesterone receptor agonist,CHEMBL208,6.0,6.0,6.0,8.52,5.89,True,True,True,6.0,CHEMBL1741171; CHEMBL1741192; CHEMBL2034; CHEMBL208; CHEMBL3072; CHEMBL3401,Progesterone receptor; Protein RecA; Replicative DNA helicase DnaB; Glucocorticoid receptor; Androgen receptor; Nuclear receptor subfamily 1 group I member 2,P06401; P9WHJ3; P9WMR3; P04150; P15207; O75469,0.0,,,3.1.-.-; 3.1.-.-; 5.6.2.3,True,False
"1S,2R-phenylpropanolamine",CHEMBL2092846,"(1S,2R)-PHENYLPROPANOLAMINE",,,,0.0,0.0,C[C@@H](N)[C@@H](O)c1ccccc1,DLNKOYKMWOXYQA-VXNVDRBHSA-N,151.21,1.07,2.0,2.0,1.0,0.0,,26905.0,26934,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
2'-MeCCPA,CHEMBL251997,,,,,0.0,0.0,C[C@@]1(O)[C@H](O)[C@@H](CO)O[C@H]1n1cnc2c(NC3CCCC3)nc(Cl)nc21,MMPAUXMIDJWGFO-ROMFRFKVSA-N,383.84,0.84,9.0,4.0,2.0,0.0,,1914129.0,10475082,1.0,,,,17.0,17.0,7.0,8.74,5.94,True,True,True,7.0,CHEMBL1075029; CHEMBL226; CHEMBL251; CHEMBL255; CHEMBL256; CHEMBL3360; CHEMBL4975,Adenosine receptor A1; Adenosine receptor A2a; Adenosine receptor A3; A1 adenosine receptor; Adenosine receptor A2b,P28190; P29274; P28647; P0DMS8; P30542; Q4VQ11; P29275,0.0,,,,True,False
"2,3-DCPE",CHEMBL1356094,,,,,0.0,0.0,OCCNCCCOc1cccc(Cl)c1Cl,QVEIRCZEBQRCTR-UHFFFAOYSA-N,264.15,2.34,3.0,2.0,1.0,0.0,,29516806.0,2250975,1.0,,,,3.0,3.0,3.0,6.8,6.7,True,True,True,3.0,CHEMBL289; CHEMBL3356; CHEMBL3622,Cytochrome P450 2C19; Cytochrome P450 1A2; Cytochrome P450 2D6,P33261; P05177; P10635,2.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments,path:map00071;path:map00140;path:map00232;path:map00380;path:map00590;path:map00591;path:map00627;path:map00830;path:map00980;path:map00982;path:map01100;path:map01110;path:map01120;path:map00902;path:map00903; path:map00071;path:map00140;path:map00232;path:map00380;path:map00590;path:map00591;path:map00627;path:map00830;path:map00980;path:map00982;path:map01100;path:map01110;path:map01120,1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53; 1.14.14.75; 1.14.14.1; 4.2.1.152; 1.14.14.-,True,True
"2,3-cis/exo-pinanediol",CHEMBL4303395,,,,,0.0,0.0,CC1(C)[C@@H]2C[C@H]1[C@@](C)(O)[C@@H](O)C2,MOILFCKRQFQVFS-BDNRQGISSA-N,170.25,1.16,2.0,2.0,0.0,0.0,,8609394.0,6553875,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
"2,4-dinitrophenol",CHEMBL273386,"2,4-DINITROPHENOL","2,4-DINITROPHENOL",2.0,,0.0,0.0,O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,UFBJCMHMOXMLKC-UHFFFAOYSA-N,184.11,1.21,5.0,1.0,1.0,0.0,,29361027.0,1493,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
"2,5-furandimethanol",CHEMBL4303433,,,,,0.0,0.0,OCc1ccc(CO)o1,DSLRVRBSNLHVBH-UHFFFAOYSA-N,128.13,0.26,3.0,2.0,1.0,0.0,,183551.0,74663,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
2-(1-adamantylamino)benzoic-acid,CHEMBL4303278,,,,,0.0,0.0,O=C(O)c1ccccc1NC(=O)C12CC3CC(CC(C3)C1)C2,XKZLSYWCDJZTMW-UHFFFAOYSA-N,299.37,3.54,2.0,2.0,1.0,0.0,,,2847479,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
"2-(chloromethyl)-5,6,7,8-tetrahydro[1]benzothieno[2,3-d]pyrimidin-4(3H)-one",CHEMBL4303207,,,,,0.0,0.0,O=c1[nH]c(CCl)nc2sc3c(c12)CCCC3,GDHMBNWVLWMONW-UHFFFAOYSA-N,254.74,2.6,3.0,1.0,2.0,0.0,,6212742.0,146058,1.0,,,,1.0,1.0,1.0,5.96,5.96,True,True,True,1.0,CHEMBL1865,Histone deacetylase 6,Q9UBN7,0.0,,,2.3.2.-; 3.5.1.-,True,False
2-APB,CHEMBL169233,,,,,0.0,0.0,NCCOB(c1ccccc1)c1ccccc1,BLZVCIGGICSWIG-UHFFFAOYSA-N,225.1,,,,,,,341835.0,1598,1.0,,,,5.0,5.0,1.0,6.0,5.92,True,True,True,1.0,CHEMBL1250402,Transient receptor potential cation channel subfamily M member 2,O94759,0.0,,,,True,False
2-BFI,CHEMBL404505,,,,,0.0,0.0,c1ccc2oc(C3=NCCN3)cc2c1,YTJOHEUHUVBKSB-UHFFFAOYSA-N,186.21,1.78,3.0,1.0,2.0,0.0,,563160.0,3080926,1.0,,,,10.0,9.0,5.0,8.8,5.37,True,True,True,5.0,CHEMBL1867; CHEMBL2039; CHEMBL2993; CHEMBL3356; CHEMBL3923,Nischarin; Amine oxidase [flavin-containing] B; Cytochrome P450 1A2; Alpha-2A adrenergic receptor,Q9Y2I1; P19643; P05177; P27338; P08913,2.0,"map00260  Glycine, serine and threonine metabolism;map00350  Tyrosine metabolism;map00360  Phenylalanine metabolism;map00410  beta-Alanine metabolism;map00950  Isoquinoline alkaloid biosynthesis;map00960  Tropane, piperidine and pyridine alkaloid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map00330  Arginine and proline metabolism;map00340  Histidine metabolism;map00380  Tryptophan metabolism;map00982  Drug metabolism - cytochrome P450; map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments",path:map00260;path:map00350;path:map00360;path:map00410;path:map00950;path:map00960;path:map01100;path:map01110;path:map00330;path:map00340;path:map00380;path:map00982; path:map00071;path:map00140;path:map00232;path:map00380;path:map00590;path:map00591;path:map00627;path:map00830;path:map00980;path:map00982;path:map01100;path:map01110;path:map01120,1.4.3.21; 1.4.3.4; 1.14.14.1; 4.2.1.152,True,True
2-CMDO,CHEMBL90882,,,,,0.0,0.0,CN1CCN(C2=Cc3ccccc3Oc3ccc(Cl)cc32)CC1,OTKUTGIVEREJLL-UHFFFAOYSA-N,326.83,4.19,3.0,0.0,2.0,0.0,,10873714.0,32224,1.0,,,,11.0,11.0,7.0,9.27,8.52,True,True,True,7.0,CHEMBL2094116; CHEMBL217; CHEMBL219; CHEMBL289; CHEMBL322; CHEMBL324; CHEMBL3622,D(2) dopamine receptor; D(4) dopamine receptor; 5-hydroxytryptamine receptor 2A; 5-hydroxytryptamine receptor 2C; Serotonin 3 (5-HT3) receptor; Cytochrome P450 2D6; Cytochrome P450 2C19,P14416; P21917; P14842; P08909; Q9JJ16; P10635; P33261,1.0,map00071  Fatty acid degradation;map00140  Steroid hormone biosynthesis;map00232  Caffeine metabolism;map00380  Tryptophan metabolism;map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map00627  Aminobenzoate degradation;map00830  Retinol metabolism;map00980  Metabolism of xenobiotics by cytochrome P450;map00982  Drug metabolism - cytochrome P450;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01120  Microbial metabolism in diverse environments;map00902  Monoterpenoid biosynthesis;map00903  Limonene degradation,path:map00071;path:map00140;path:map00232;path:map00380;path:map00590;path:map00591;path:map00627;path:map00830;path:map00980;path:map00982;path:map01100;path:map01110;path:map01120;path:map00902;path:map00903,1.14.14.-; 1.14.14.1; 1.14.14.51; 1.14.14.52; 1.14.14.53; 1.14.14.75,True,True
2-PMDQ,CHEMBL71492,,,,,0.0,0.0,O=C1Nc2ccccc2C2=NC(CN3CCN(c4ccccc4)CC3)CN12,ONSOQRPYFKDOEB-UHFFFAOYSA-N,361.45,2.49,4.0,1.0,2.0,0.0,,9414681.0,4367545,1.0,,,,1.0,0.0,0.0,,,True,True,True,,,,,,,,,False,False
